1031.75	1100.8125	1169.875	1238.9375	1308
2920.5	3211.125	3501.75	3792.375	4083
3143.75	3351.5625	3559.375	3767.1875	3975
1494.25	1991.4375	2488.625	2985.8125	3483
10076.75	10532.0625	10987.375	11442.6875	11898
2257.5	2835.625	3413.75	3991.875	4570
0	0	0	0	0
38.625	54.71875	70.8125	86.90625	103
1301.375	1382.78125	1464.1875	1545.59375	1627
22080.875	23805.40625	25529.9375	27254.46875	28979
9678.25	10399.1875	11120.125	11841.0625	12562
9230.125	10905.59375	12581.0625	14256.53125	15932
5268.375	5691.03125	6113.6875	6536.34375	6959
1660.75	1791.0625	1921.375	2051.6875	2182
0	0	0	0	0
349	415.25	481.5	547.75	614
5555.5	5964.875	6374.25	6783.625	7193
107465.25	116397.4375	125329.625	134261.8125	143194
37124.625	40841.96875	44559.3125	48276.65625	51994
0	0	0	0	0
40243.125	43231.09375	46219.0625	49207.03125	52195
31135.375	33999.28125	36863.1875	39727.09375	42591
12486.375	13199.03125	13911.6875	14624.34375	15337
13608.625	15795.96875	17983.3125	20170.65625	22358
510742.25	559223.1875	607704.125	656185.0625	704666
0	0	0	0	0
30724.125	32192.09375	33660.0625	35128.03125	36596
17100.625	18414.21875	19727.8125	21041.40625	22355
2876.375	3029.03125	3181.6875	3334.34375	3487
971.375	1119.03125	1266.6875	1414.34375	1562
33069.25	36003.9375	38938.625	41873.3125	44808
7963.375	8706.03125	9448.6875	10191.34375	10934
10738.625	11770.96875	12803.3125	13835.65625	14868
21717.125	23796.34375	25875.5625	27954.78125	30034
1489.25	1632.6875	1776.125	1919.5625	2063
32226.875	34552.65625	36878.4375	39204.21875	41530
13088.125	14183.59375	15279.0625	16374.53125	17470
42642	45593.25	48544.5	51495.75	54447
752.5	804.375	856.25	908.125	960
0	0	0	0	0
477.125	507.59375	538.0625	568.53125	599
0	0	0	0	0
2467.875	3496.15625	4524.4375	5552.71875	6581
2130.75	2352.3125	2573.875	2795.4375	3017
10611.5	11115.875	11620.25	12124.625	12629
1144.875	1234.40625	1323.9375	1413.46875	1503
1322.5	1364.375	1406.25	1448.125	1490
4511.5	5043.375	5575.25	6107.125	6639
0	0	0	0	0
8947.625	9467.46875	9987.3125	10507.15625	11027
301960.5	321641.125	341321.75	361002.375	380683
4250.75	4567.3125	4883.875	5200.4375	5517
35163.25	37279.1875	39395.125	41511.0625	43627
17224.625	18766.96875	20309.3125	21851.65625	23394
50851.375	54885.28125	58919.1875	62953.09375	66987
13661.125	14702.84375	15744.5625	16786.28125	17828
7714.125	8357.09375	9000.0625	9643.03125	10286
3769	3985.25	4201.5	4417.75	4634
30081.625	32911.46875	35741.3125	38571.15625	41401
828.375	966.03125	1103.6875	1241.34375	1379
0	0	0	0	0
63658.75	68636.5625	73614.375	78592.1875	83570
8796.125	9380.34375	9964.5625	10548.78125	11133
2584.625	2764.46875	2944.3125	3124.15625	3304
0	0	0	0	0
2407.375	2627.53125	2847.6875	3067.84375	3288
52.875	74.90625	96.9375	118.96875	141
48176.5	51930.875	55685.25	59439.625	63194
7390.5	7897.375	8404.25	8911.125	9418
18070.625	19715.46875	21360.3125	23005.15625	24650
4247.75	4530.5625	4813.375	5096.1875	5379
1456	1581	1706	1831	1956
2177.75	2299.3125	2420.875	2542.4375	2664
22319.875	23780.65625	25241.4375	26702.21875	28163
292.5	335.625	378.75	421.875	465
1028.375	1159.78125	1291.1875	1422.59375	1554
60334.5	64735.125	69135.75	73536.375	77937
0	0	0	0	0
0	0	0	0	0
3302.25	3499.4375	3696.625	3893.8125	4091
602.75	703.0625	803.375	903.6875	1004
1940.375	2110.53125	2280.6875	2450.84375	2621
897.625	926.21875	954.8125	983.40625	1012
2211.875	2403.90625	2595.9375	2787.96875	2980
0	0	0	0	0
1354.375	1450.78125	1547.1875	1643.59375	1740
1953	2006.75	2060.5	2114.25	2168
1501.375	1597.78125	1694.1875	1790.59375	1887
1748.75	1832.8125	1916.875	2000.9375	2085
16890.5	18506.125	20121.75	21737.375	23353
39384	41874	44364	46854	49344
9656.75	10279.5625	10902.375	11525.1875	12148
32878.875	34858.40625	36837.9375	38817.46875	40797
267	378.25	489.5	600.75	712
10785.125	11624.34375	12463.5625	13302.78125	14142
28129.125	29394.59375	30660.0625	31925.53125	33191
58185.75	62493.5625	66801.375	71109.1875	75417
29235.125	30941.84375	32648.5625	34355.28125	36062
7150.25	7687.4375	8224.625	8761.8125	9299
187.125	265.09375	343.0625	421.03125	499
5566.625	6008.96875	6451.3125	6893.65625	7336
342345.375	371305.5313	400265.6875	429225.8438	458186
1480.5	1658.625	1836.75	2014.875	2193
5176.25	5620.9375	6065.625	6510.3125	6955
752.125	787.59375	823.0625	858.53125	894
3232.875	3454.90625	3676.9375	3898.96875	4121
4696.25	5025.9375	5355.625	5685.3125	6015
2203.5	2389.125	2574.75	2760.375	2946
776.125	887.84375	999.5625	1111.28125	1223
0	0	0	0	0
811.5	960.875	1110.25	1259.625	1409
614.75	712.5625	810.375	908.1875	1006
3117.5	3389.375	3661.25	3933.125	4205
3006.25	3228.4375	3450.625	3672.8125	3895
3687	3995.75	4304.5	4613.25	4922
1302.875	1756.15625	2209.4375	2662.71875	3116
3333.75	3516.5625	3699.375	3882.1875	4065
22739.875	24839.40625	26938.9375	29038.46875	31138
34631.5	37410.875	40190.25	42969.625	45749
2690.625	2816.71875	2942.8125	3068.90625	3195
9220.875	9967.90625	10714.9375	11461.96875	12209
3076.875	3276.40625	3475.9375	3675.46875	3875
2315.875	2437.90625	2559.9375	2681.96875	2804
1795.125	1904.34375	2013.5625	2122.78125	2232
18151.75	19428.3125	20704.875	21981.4375	23258
